"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.Car.Car","Answer.Face.Face","Answer.House.House","Answer.Human.Human","Answer.NoAnswer.NoAnswer","Answer.QColoring","Answer.QCompleteOut","Answer.QCompleteParts","Answer.QRelated","Answer.QScribbleBlank","Answer.QScribbleDrawing","Answer.QSomething","Answer.QTracing","Approve","Reject"
"3R5OYNIC3F8CUSHN6BIG5Z03WK1TP2","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:22 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","30IQTZXKAO5I9BKGK39P3LGH5WFX0Y","MGL","Submitted","Fri Mar 27 05:05:30 PDT 2020","Fri Mar 27 05:05:56 PDT 2020","Mon Mar 30 05:05:56 PDT 2020","","","","26","100% (626/626)","100% (621/621)","100% (83/83)","P76_image-3_type-I_class-M.JPG","false","false","false","true","false","93","0","0","19","22","0","54","0"
"39RRBHZ0BX0LLONIYFGXXFQ234OVZ5","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:22 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3NQL1CS15V7N2HB6SWJG7SDG1YMYVX","MGL","Submitted","Fri Mar 27 05:05:03 PDT 2020","Fri Mar 27 05:05:30 PDT 2020","Mon Mar 30 05:05:30 PDT 2020","","","","27","100% (626/626)","100% (621/621)","100% (83/83)","P76_image-6_type-S_class-F.JPG","false","true","false","false","false","90","0","0","20","0","49","33","0"
"3YGE63DIOBW1YSHXKV81DI6US67W0O","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:22 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3U088ZLJVOS3KBFQAYD3122AWU9W04","MGL","Submitted","Fri Mar 27 03:36:07 PDT 2020","Fri Mar 27 03:36:42 PDT 2020","Mon Mar 30 03:36:42 PDT 2020","","","","35","100% (626/626)","100% (621/621)","100% (83/83)","P95_image-5_type-I_class-H.JPG","false","false","true","false","false","0","100","77","86","0","0","21","0"
"3ZURAPD29BMZUVGKQP21NZ342VO1FZ","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:15:41 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3TMSXRD2XAZ3R0086HH3F7LK1MFW17","MGL","Submitted","Fri Mar 27 03:39:43 PDT 2020","Fri Mar 27 03:46:13 PDT 2020","Mon Mar 30 03:46:13 PDT 2020","","","","390","100% (626/626)","100% (621/621)","100% (83/83)","P88_image-3_type-O_class-H.JPG","false","false","true","false","false","0","0","84","77","0","0","30","0"
"3VDVA3ILJGE58VCF198J5K3G3AO1GY","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:15:41 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3VJ40NV2QMMWVB3FHEA34JRTQ37TO1","MGL","Submitted","Fri Mar 27 03:12:45 PDT 2020","Fri Mar 27 03:13:32 PDT 2020","Mon Mar 30 03:13:32 PDT 2020","","","","47","100% (626/626)","100% (621/621)","100% (83/83)","P101_image-3_type-I_class-F.JPG","false","true","false","false","false","11","0","12","34","11","40","25","0"
"31JUPBOOSQ335NA1BLEEXMVWDXG8LV","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:15:41 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","37W3JXSD6A70H6BBI6OCTUWU87OYW7","MGL","Submitted","Fri Mar 27 05:06:37 PDT 2020","Fri Mar 27 05:06:58 PDT 2020","Mon Mar 30 05:06:58 PDT 2020","","","","21","100% (626/626)","100% (621/621)","100% (83/83)","P81_image-2_type-I_class-F.JPG","false","true","false","false","false","0","94","0","75","0","0","35","0"
"3JMNNNO3C438U2KBZICFW6Z9P4S2WF","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3TMFV4NEPCDL20KT52QIUH8SFSM8W4","MGL","Submitted","Fri Mar 27 05:07:50 PDT 2020","Fri Mar 27 05:08:11 PDT 2020","Mon Mar 30 05:08:11 PDT 2020","","","","21","100% (626/626)","100% (621/621)","100% (83/83)","P80_image-6_type-I_class-C.JPG","true","false","false","false","false","0","94","24","40","0","0","32","0"
"3VZYA8PIURX7L92DOULSNITH89450H","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3OONKJ5DKGIWZP9YHSJI4PL7KW8BOU","MGL","Submitted","Fri Mar 27 06:11:33 PDT 2020","Fri Mar 27 06:11:56 PDT 2020","Mon Mar 30 06:11:56 PDT 2020","","","","23","100% (626/626)","100% (621/621)","100% (83/83)","P107_image-2_type-I_class-M.JPG","false","false","false","true","false","56","0","0","0","0","56","47","0"
"3XJOUITW9XQXU4I26OX554QD1GNTQT","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3PWWM24LHWXZQKMMRI1B6AS3BLR28G","MGL","Submitted","Fri Mar 27 05:46:27 PDT 2020","Fri Mar 27 05:46:49 PDT 2020","Mon Mar 30 05:46:49 PDT 2020","","","","22","100% (626/626)","100% (621/621)","100% (83/83)","P12_image-5_type-O_class-M.JPG","false","false","false","true","false","59","0","0","9","0","34","34","0"
"3BJKPTD2RFBX65X2J3M5AU0IX2PTRU","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3FFJ6VRIL5NLJGVLLH9O0BT2HJC0I2","MGL","Submitted","Fri Mar 27 03:28:55 PDT 2020","Fri Mar 27 03:29:33 PDT 2020","Mon Mar 30 03:29:33 PDT 2020","","","","38","100% (626/626)","100% (621/621)","100% (83/83)","P97_image-2_type-S_class-H.JPG","false","false","true","false","false","0","42","49","20","25","80","30","0"
"30EV7DWJUYU018YC1L667G11GHTY6Q","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3X4JMASXCQ8BW8HFF7H7EOPPMTS0BT","MGL","Submitted","Fri Mar 27 03:12:01 PDT 2020","Fri Mar 27 03:12:44 PDT 2020","Mon Mar 30 03:12:44 PDT 2020","","","","43","100% (626/626)","100% (621/621)","100% (83/83)","P66_image-5_type-O_class-M.JPG","false","false","false","true","false","8","0","53","83","0","0","19","0"
"3P458N04R4GNJ2P19N81YPDGY6Y2X8","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3QXNC7EIPMUS8F2IHN3BNIUZYTP09J","MGL","Submitted","Fri Mar 27 03:08:15 PDT 2020","Fri Mar 27 03:08:56 PDT 2020","Mon Mar 30 03:08:56 PDT 2020","","","","41","100% (626/626)","100% (621/621)","100% (83/83)","P115_image-5_type-I_class-C.JPG","true","false","false","false","false","0","0","78","59","0","0","27","0"
"37MQ8Z1JRHVCJ7FBEJU3H3KP0CS2YE","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3GM6G9ZBKRW8V8I34YVQCF2OV3STMM","MGL","Submitted","Fri Mar 27 03:10:56 PDT 2020","Fri Mar 27 03:11:29 PDT 2020","Mon Mar 30 03:11:29 PDT 2020","","","","33","100% (626/626)","100% (621/621)","100% (83/83)","P113_image-5_type-I_class-H.JPG","false","false","true","false","false","0","0","0","28","0","0","23","100"
"3YO4AH2FQGJWEVLB8M9VLTO845R0QP","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:27 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","39LOEL67OW4OB2I5VIFGPKXVHZR38S","MGL","Submitted","Fri Mar 27 03:46:13 PDT 2020","Fri Mar 27 03:46:46 PDT 2020","Mon Mar 30 03:46:46 PDT 2020","","","","33","100% (626/626)","100% (621/621)","100% (83/83)","P104_image-4_type-I_class-M.JPG","false","false","false","true","false","0","63","10","70","0","14","38","0"
"3MA5N0ATUFA3BIO1OOIJW2L364DWKU","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:15:41 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3PW9OPU9PUJHFK21SXSWR05VXFL21W","MGL","Submitted","Fri Mar 27 05:22:37 PDT 2020","Fri Mar 27 05:23:01 PDT 2020","Mon Mar 30 05:23:01 PDT 2020","","","","24","100% (626/626)","100% (621/621)","100% (83/83)","P99_image-3_type-O_class-F.JPG","false","true","false","false","false","65","0","0","8","0","77","49","0"
"3P7QK0GJ4WKCOXPGA5WMVATR66W2Z5","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:28 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3TE3O85734758P1IQR7BXRN81DER2G","MGL","Submitted","Fri Mar 27 03:06:52 PDT 2020","Fri Mar 27 03:07:48 PDT 2020","Mon Mar 30 03:07:48 PDT 2020","","","","56","100% (626/626)","100% (621/621)","100% (83/83)","P108_image-3_type-S_class-F.JPG","false","true","false","false","false","0","0","5","5","98","86","26","0"
"3BKZLF9912YTBQHWGUK4DLISGI5YQN","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:15:41 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3OXV7EAXLIP17OZH23II5614B41366","MGL","Submitted","Fri Mar 27 03:39:02 PDT 2020","Fri Mar 27 03:39:43 PDT 2020","Mon Mar 30 03:39:43 PDT 2020","","","","41","100% (626/626)","100% (621/621)","100% (83/83)","P96_image-2_type-I_class-M.JPG","false","false","false","true","false","0","42","16","30","5","9","14","0"
"3X2YVV51QX315H2FGEC1RNP4XYDW1R","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:28 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3RRCEFRB7QBSVWZGY849QRF2358B4K","MGL","Submitted","Fri Mar 27 05:13:09 PDT 2020","Fri Mar 27 05:13:39 PDT 2020","Mon Mar 30 05:13:39 PDT 2020","","","","30","100% (626/626)","100% (621/621)","100% (83/83)","P83_image-4_type-O_class-F.JPG","false","true","false","false","false","0","0","90","84","0","0","28","0"
"3EHVO81VO8KJ8R7QLFQ1QKFHIA11HX","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:15:41 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3OF2M9AATKN9RWRZPE7SJQB1RUJZK3","MGL","Submitted","Fri Mar 27 05:44:58 PDT 2020","Fri Mar 27 05:45:21 PDT 2020","Mon Mar 30 05:45:21 PDT 2020","","","","23","100% (626/626)","100% (621/621)","100% (83/83)","P66_image-1_type-S_class-M.JPG","false","false","false","true","false","12","0","0","0","0","0","15","0"
"3BFF0DJK90B97KXFYSMA045EJ48TSI","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:32 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3N8OEVH1FVPGIJY7LXO4A9L6RVQOOA","MGL","Submitted","Fri Mar 27 02:43:53 PDT 2020","Fri Mar 27 02:44:24 PDT 2020","Mon Mar 30 02:44:24 PDT 2020","","","","31","100% (626/626)","100% (621/621)","100% (83/83)","P115_image-1_type-O_class-M.JPG","false","false","false","true","false","0","0","97","99","0","0","24","0"
"3CO05SML8Y4WQW0BL1YVQJYD0RT0RQ","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:32 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3JRJSWSMQLK5K3SW8L1GHUTHS2P3ER","MGL","Submitted","Fri Mar 27 03:50:34 PDT 2020","Fri Mar 27 03:50:59 PDT 2020","Mon Mar 30 03:50:59 PDT 2020","","","","25","100% (626/626)","100% (621/621)","100% (83/83)","P109_image-3_type-S_class-H.JPG","false","false","true","false","false","0","0","0","0","61","60","23","0"
"3JGHED38FGQJ58CHKVBYDU1XBSDY7P","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:33 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3RRCEFRB7QBSVWZGY849QRF23584BD","MGL","Submitted","Fri Mar 27 05:11:14 PDT 2020","Fri Mar 27 05:11:46 PDT 2020","Mon Mar 30 05:11:46 PDT 2020","","","","32","100% (626/626)","100% (621/621)","100% (83/83)","P115_image-4_type-O_class-H.JPG","false","false","true","false","false","0","0","100","83","0","0","43","0"
"3ULIZ0H1WD47SYNVKDPS1NCRD1A51K","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:32 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3HHRAGRYXC4DBWU1J85MDJQHWW59OI","MGL","Submitted","Fri Mar 27 05:58:05 PDT 2020","Fri Mar 27 05:58:31 PDT 2020","Mon Mar 30 05:58:31 PDT 2020","","","","26","100% (626/626)","100% (621/621)","100% (83/83)","P79_image-3_type-S_class-M.JPG","false","false","false","true","false","0","0","0","0","0","85","40","0"
"3CKVGCS3QJ48RB0O0QY0GT39MTC0SE","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:33 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3VNL7UK1XJI2PYQMIBRDHPIFY2GTFF","MGL","Submitted","Fri Mar 27 02:54:42 PDT 2020","Fri Mar 27 02:55:09 PDT 2020","Mon Mar 30 02:55:09 PDT 2020","","","","27","100% (626/626)","100% (621/621)","100% (83/83)","P113_image-3_type-O_class-F.JPG","false","true","false","false","false","0","0","0","76","0","0","23","96"
"3EFNPKWBNVN47UF9ABXZ8LVXUDD30P","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:33 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","31UV0MXWNUBKENHMINF0H6PTYRN5IS","MGL","Submitted","Fri Mar 27 03:54:03 PDT 2020","Fri Mar 27 03:54:20 PDT 2020","Mon Mar 30 03:54:20 PDT 2020","","","","17","100% (626/626)","100% (621/621)","100% (83/83)","P74_image-5_type-O_class-C.JPG","true","false","false","false","false","100","0","0","0","0","0","0","0"
"3PA41K45WQ3PWUKGT8FF038L7NB7P5","30EHNVFQM33S65DMFGMMOP5AANXB10","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:14:33 PDT 2020","3","BatchId:272377;OriginalHitTemplateId:921587262;","3600","259200","Tue Mar 31 03:16:03 PDT 2020","","","3PM8NZGV82F6X4PF1134IR7ZI0DQXP","MGL","Submitted","Fri Mar 27 02:55:09 PDT 2020","Fri Mar 27 02:56:41 PDT 2020","Mon Mar 30 02:56:41 PDT 2020","","","","92","100% (626/626)","100% (621/621)","100% (83/83)","P70_image-1_type-I_class-H.JPG","false","false","true","false","false","30","0","50","10","14","26","46","12"
