"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.Car.Car","Answer.Face.Face","Answer.House.House","Answer.Human.Human","Answer.NoAnswer.NoAnswer","Answer.QColoring","Answer.QCompleteOut","Answer.QCompleteParts","Answer.QRelated","Answer.QScribbleBlank","Answer.QScribbleDrawing","Answer.QSomething","Answer.QTracing","Approve","Reject"
"36GJS3V79YPC3CSJRYEP9KZ2XQDGJ4","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:46:16 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:46:16 PDT 2020",,,"34QN5IT0T3QSUAJ8CVXXNMZOENJ80E","BGI","Approved","Tue Mar 17 00:32:49 PDT 2020","Tue Mar 17 00:33:43 PDT 2020","Fri Mar 20 00:33:43 PDT 2020","Tue Mar 17 18:15:48 PDT 2020",,,54,"100% (451/451)","100% (450/450)","100% (446/446)","P103_image-3_type-I_class-H.JPG","false","false","true","false","false",0,0,0,0,27,60,100,0,,
"3566S7OX6GIMF21E864PZ7QN46U71O","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:50 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:50 PDT 2020",,,"39K0FND3ALE3GCJUYY49HACW7EKAMV","BGI","Approved","Tue Mar 17 00:33:43 PDT 2020","Tue Mar 17 00:34:33 PDT 2020","Fri Mar 20 00:34:33 PDT 2020","Tue Mar 17 18:15:44 PDT 2020",,,50,"100% (451/451)","100% (450/450)","100% (446/446)","P106_image-2_type-S_class-H.JPG","false","false","true","false","false",0,42,100,100,0,0,100,0,,
"3B9J25CZ38CSL3V4C6RKBU5AVHYCS6","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:45:46 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:45:46 PDT 2020",,,"3PWWM24LHWXZQKMMRI1B6AS3BL382Y","BGI","Approved","Tue Mar 17 00:34:34 PDT 2020","Tue Mar 17 00:35:13 PDT 2020","Fri Mar 20 00:35:13 PDT 2020","Tue Mar 17 18:15:57 PDT 2020",,,39,"100% (451/451)","100% (450/450)","100% (446/446)","P68_image-5_type-O_class-H.JPG","false","false","true","false","false",0,0,100,100,0,0,100,0,,
"3MNJFORX9E3YIDH3RC4DQPGLEAIF5I","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:45:26 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:45:26 PDT 2020",,,"3VNL7UK1XJI2PYQMIBRDHPIFY2TFTE","BGI","Approved","Tue Mar 17 00:35:13 PDT 2020","Tue Mar 17 00:36:07 PDT 2020","Fri Mar 20 00:36:07 PDT 2020","Tue Mar 17 18:16:14 PDT 2020",,,54,"100% (451/451)","100% (450/450)","100% (446/446)","P117_image-6_type-I_class-M.JPG","false","false","false","true","false",0,29,0,28,0,0,100,0,,
"39KV3A5D2B6M9M08LPJ9V8DWU677S8","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:45:53 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:45:53 PDT 2020",,,"3M1CVSFP644U1RHMQRBQYJW1HFHAQI","BGI","Approved","Tue Mar 17 00:36:07 PDT 2020","Tue Mar 17 00:36:52 PDT 2020","Fri Mar 20 00:36:52 PDT 2020","Tue Mar 17 18:15:53 PDT 2020",,,45,"100% (451/451)","100% (450/450)","100% (446/446)","P71_image-6_type-O_class-F.JPG","false","true","false","false","false",0,25,85,78,21,0,100,0,,
"3RHLQY6EEW3JOAZ7M1QDXX7M217D40","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:46:23 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:46:23 PDT 2020",,,"3IO1LGZLKDWN8L5NEKDEWN9FRQ586F","BGI","Approved","Tue Mar 17 00:36:53 PDT 2020","Tue Mar 17 00:37:20 PDT 2020","Fri Mar 20 00:37:20 PDT 2020","Tue Mar 17 18:16:22 PDT 2020",,,27,"100% (451/451)","100% (450/450)","100% (446/446)","P111_image-4_type-O_class-F.JPG","false","true","false","false","false",0,0,100,100,0,0,100,0,,
"3UZUVSO3QAU4K62DO01TP967O4TEMP","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:35 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:35 PDT 2020",,,"3018Q3ZVOMPUDSWM360Q3966D1JARJ","BGI","Approved","Tue Mar 17 00:37:20 PDT 2020","Tue Mar 17 00:38:00 PDT 2020","Fri Mar 20 00:38:00 PDT 2020","Tue Mar 17 18:17:12 PDT 2020",,,40,"100% (451/451)","100% (450/450)","100% (446/446)","P89_image-2_type-S_class-F.JPG","false","true","false","false","false",56,0,22,29,0,0,100,0,,
"3RHLQY6EEW3JOAZ7M1QDXX7M2174DR","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:33 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:33 PDT 2020",,,"3O7L7BFSHIOKA6AFTO83L0V6BKYIEI","BGI","Approved","Tue Mar 17 00:38:01 PDT 2020","Tue Mar 17 00:38:49 PDT 2020","Fri Mar 20 00:38:49 PDT 2020","Tue Mar 17 18:16:22 PDT 2020",,,48,"100% (451/451)","100% (450/450)","100% (446/446)","P86_image-5_type-O_class-M.JPG","false","false","false","true","false",0,0,0,0,0,100,100,0,,
"3Z56AA6EL7Z07R9YIIIVDLEU765M6C","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:46:42 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:46:42 PDT 2020",,,"3NL0RFNU0JMTOZ3A4LH2PUYSQZTK4P","BGI","Approved","Tue Mar 17 00:38:50 PDT 2020","Tue Mar 17 00:39:47 PDT 2020","Fri Mar 20 00:39:47 PDT 2020","Tue Mar 17 18:17:18 PDT 2020",,,57,"100% (451/451)","100% (450/450)","100% (446/446)","P121_image-5_type-I_class-M.JPG","false","false","false","true","false",0,100,100,100,0,0,100,0,,
"3L1EFR8WXW4HJ0JFU2HU25LN0619F3","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:33 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:33 PDT 2020",,,"3S3AMIZX3Y4O5XAF5J1X4FFQY3DDCI","BGI","Approved","Tue Mar 17 00:39:48 PDT 2020","Tue Mar 17 00:40:23 PDT 2020","Fri Mar 20 00:40:23 PDT 2020","Tue Mar 17 18:16:08 PDT 2020",,,35,"100% (451/451)","100% (450/450)","100% (446/446)","P100_image-1_type-O_class-F.JPG","false","true","false","false","false",0,0,41,44,0,29,100,0,,
"31D0ZWOD1DY4RFEUJQC9VT930MUA0F","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:45:47 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:45:47 PDT 2020",,,"31IBVUNM9WYH2QUBN6RSI760VN9FVU","BGI","Approved","Tue Mar 17 00:40:23 PDT 2020","Tue Mar 17 00:41:39 PDT 2020","Fri Mar 20 00:41:39 PDT 2020","Tue Mar 17 18:15:41 PDT 2020",,,76,"100% (451/451)","100% (450/450)","100% (446/446)","P70_image-2_type-S_class-H.JPG","false","false","true","false","false",42,0,0,8,0,0,100,0,,
"3MQY1YVHT6JG6ZM04RGJ9SMOF2Z2BM","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:46:02 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:46:02 PDT 2020",,,"37WLF8U1WTP73M7ON9AHMSI6MQZK6A","BGI","Approved","Tue Mar 17 00:41:39 PDT 2020","Tue Mar 17 00:42:50 PDT 2020","Fri Mar 20 00:42:50 PDT 2020","Tue Mar 17 18:16:14 PDT 2020",,,71,"100% (451/451)","100% (450/450)","100% (446/446)","P75_image-3_type-S_class-M.JPG","false","false","false","true","false",0,0,0,33,0,44,100,0,,
"3126F2F5GB2A59ZQGGTL6D02T94EPL","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:42 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:42 PDT 2020",,,"3634BBTX0STCGKABOZS93IG6NLDIF0","BGI","Approved","Tue Mar 17 00:42:51 PDT 2020","Tue Mar 17 00:44:26 PDT 2020","Fri Mar 20 00:44:26 PDT 2020","Tue Mar 17 18:15:41 PDT 2020",,,95,"100% (451/451)","100% (450/450)","100% (446/446)","P91_image-2_type-I_class-M.JPG","false","false","false","true","false",24,63,61,82,14,0,100,0,,
"344M16OZLLEA2OND01GT2OV7TU3ENP","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:38 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:38 PDT 2020",,,"3WSELTNVR717T79E7V5L3O7O1MGATW","BGI","Approved","Tue Mar 17 00:44:26 PDT 2020","Tue Mar 17 00:45:00 PDT 2020","Fri Mar 20 00:45:00 PDT 2020","Tue Mar 17 18:15:44 PDT 2020",,,34,"100% (451/451)","100% (450/450)","100% (446/446)","P89_image-4_type-S_class-H.JPG","false","false","true","false","false",100,0,0,23,0,0,100,0,,
"3J9L0X0VEILJUM5AKRRU6T7NV9R9W1","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:45:30 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:45:30 PDT 2020",,,"3R3YRB5GRJ2MTKO370VV8KTQK0NAUN","BGI","Approved","Tue Mar 17 00:45:00 PDT 2020","Tue Mar 17 00:45:36 PDT 2020","Fri Mar 20 00:45:36 PDT 2020","Tue Mar 17 18:16:05 PDT 2020",,,36,"100% (451/451)","100% (450/450)","100% (446/446)","P99_image-4_type-S_class-M.JPG","false","false","false","true","false",59,0,0,23,0,0,100,0,,
"3SBX2M1TLGMDDJ3CRNWXXWELLGW4QW","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:58 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:58 PDT 2020",,,"326O153BMMX32VUT1A7SU3FTJFQDEB","BGI","Approved","Tue Mar 17 00:45:36 PDT 2020","Tue Mar 17 00:46:20 PDT 2020","Fri Mar 20 00:46:20 PDT 2020","Tue Mar 17 18:17:06 PDT 2020",,,44,"100% (451/451)","100% (450/450)","100% (446/446)","P98_image-4_type-S_class-M.JPG","false","false","false","true","false",35,0,0,9,0,40,100,0,,
"3S37Y8CWJBZIXGZY3WV3PLW79HD4W0","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:45:21 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:45:21 PDT 2020",,,"31QNSG6A5VS6CLJSXUI6219BM1P87E","BGI","Approved","Tue Mar 17 00:46:21 PDT 2020","Tue Mar 17 00:46:49 PDT 2020","Fri Mar 20 00:46:49 PDT 2020","Tue Mar 17 18:17:06 PDT 2020",,,28,"100% (451/451)","100% (450/450)","100% (446/446)","P85_image-6_type-O_class-M.JPG","false","false","false","true","false",0,47,100,100,0,0,100,0,,
"3I7SHAD36PVJBRN31SNNJZEQ2HPM7B","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:46:42 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:46:42 PDT 2020",,,"32M8BPYGAXLIUK66ZJYRL3GIO0DIGZ","BGI","Approved","Tue Mar 17 00:46:50 PDT 2020","Tue Mar 17 00:47:48 PDT 2020","Fri Mar 20 00:47:48 PDT 2020","Tue Mar 17 18:16:05 PDT 2020",,,58,"100% (451/451)","100% (450/450)","100% (446/446)","P65_image-5_type-O_class-H.JPG","false","false","true","false","false",0,0,25,26,14,10,100,0,,
"3QGHA0EA1MZ2IFK7IB5QXZ2DJ9UBWD","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:14 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:14 PDT 2020",,,"3SKEMFQBZ74U70QCGO7F66EXSLPK8W","BGI","Approved","Tue Mar 17 00:47:48 PDT 2020","Tue Mar 17 00:48:38 PDT 2020","Fri Mar 20 00:48:38 PDT 2020","Tue Mar 17 18:16:19 PDT 2020",,,50,"100% (451/451)","100% (450/450)","100% (446/446)","P81_image-5_type-I_class-C.JPG","true","false","false","false","false",100,38,0,35,0,0,100,0,,
"3T6EIBTMAON0SSCCBS92KZLG986AA6","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:46:16 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:46:16 PDT 2020",,,"33CUSNVVNRBACZOB7ZACG156XLV881","BGI","Approved","Tue Mar 17 00:48:38 PDT 2020","Tue Mar 17 00:49:35 PDT 2020","Fri Mar 20 00:49:35 PDT 2020","Tue Mar 17 18:17:07 PDT 2020",,,57,"100% (451/451)","100% (450/450)","100% (446/446)","P104_image-6_type-S_class-F.JPG","false","true","false","false","false",0,53,0,36,0,0,100,0,,
"37M4O367WMH4ON9KDZ8QLF0UBBUM5W","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:46:36 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:46:36 PDT 2020",,,"3GLB5JMZF1U1M9QK75XGU605WV5DGS","BGI","Approved","Tue Mar 17 00:49:36 PDT 2020","Tue Mar 17 00:50:22 PDT 2020","Fri Mar 20 00:50:22 PDT 2020","Tue Mar 17 18:17:05 PDT 2020",,,46,"100% (451/451)","100% (450/450)","100% (446/446)","P75_image-2_type-S_class-C.JPG","true","false","false","false","false",34,0,0,0,17,74,100,0,,
"3E24UO25R2PO7UUAVYX85P3Z26K6OB","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:44:10 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:44:10 PDT 2020",,,"3ZPBJO59KT0FM5LVRBFYF6C6BVIDHR","BGI","Approved","Tue Mar 17 00:50:23 PDT 2020","Tue Mar 17 00:51:20 PDT 2020","Fri Mar 20 00:51:20 PDT 2020","Tue Mar 17 18:16:00 PDT 2020",,,57,"100% (451/451)","100% (450/450)","100% (446/446)","P79_image-2_type-I_class-M.JPG","false","false","false","true","false",35,0,0,18,12,43,100,0,,
"3YD0MU1ND50I9QEE4PXIA8JQ8007AC","3VU3J1KUFFYP66X6XLYAV6F2IJ3TGV","Answer questions about children's drawings","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.25","Mon Mar 16 22:45:17 PDT 2020",3,"BatchId:271874;OriginalHitTemplateId:921587262;",3600,259200,"Mon Mar 23 22:45:17 PDT 2020",,,"33PPO7FECZEFI0WFXTXJFIDLB8XDIK","BGI","Approved","Tue Mar 17 00:51:20 PDT 2020","Tue Mar 17 00:51:51 PDT 2020","Fri Mar 20 00:51:51 PDT 2020","Tue Mar 17 18:17:16 PDT 2020",,,31,"100% (451/451)","100% (450/450)","100% (446/446)","P80_image-5_type-I_class-M.JPG","false","false","false","true","false",0,100,100,100,0,0,100,0,,
