"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.Car.Car","Answer.Face.Face","Answer.House.House","Answer.Human.Human","Answer.NoAnswer.NoAnswer","Answer.QColoring","Answer.QCompleteOut","Answer.QCompleteParts","Answer.QRelated","Answer.QScribbleBlank","Answer.QScribbleDrawing","Answer.QSomething","Answer.QTracing","Approve","Reject"
"3FBEFUUYSN4Z5Q09LFSQ4UJUDQRA6T","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:31 PDT 2020","","","3BEFOD78WASOEN3DPXUI47QWF484MY","MEP","Submitted","Wed Mar 25 08:55:15 PDT 2020","Wed Mar 25 08:55:52 PDT 2020","Sat Mar 28 08:55:52 PDT 2020","","","","37","100% (626/626)","100% (621/621)","100% (83/83)","P31_image-6_type-S_class-C.JPG","true","false","false","false","false","0","100","0","100","0","34","100","0"
"3YD0MU1ND50I9QEE4PXIA8JQ81BA7S","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:31 PDT 2020","","","3B3WTRP3DF1Z4P5WWA7P66NEVR5928","MEP","Submitted","Wed Mar 25 08:51:18 PDT 2020","Wed Mar 25 08:51:40 PDT 2020","Sat Mar 28 08:51:40 PDT 2020","","","","22","100% (626/626)","100% (621/621)","100% (83/83)","P32_image-1_type-I_class-F.JPG","false","true","false","false","false","0","100","100","100","50","0","100","0"
"3RSBJ6YZFFPKQNNLWR0CZVGCV6YOF9","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:27:14 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:27:14 PDT 2020","","","3X1FV8S5J1QNGQQ6YQXA0S6CW2SVGS","MEP","Submitted","Wed Mar 25 07:39:45 PDT 2020","Wed Mar 25 07:43:37 PDT 2020","Sat Mar 28 07:43:37 PDT 2020","","","","232","100% (626/626)","100% (621/621)","100% (83/83)","P32_image-5_type-O_class-H.JPG","false","false","true","false","false","100","0","0","0","52","100","100","0"
"35JDMRECD784SW6RDX3YC4MASJSEGU","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:31 PDT 2020","","","3HRMW88U1AP7FZLC6W7GS40JYSS0ME","MEP","Submitted","Wed Mar 25 07:13:06 PDT 2020","Wed Mar 25 07:14:17 PDT 2020","Sat Mar 28 07:14:17 PDT 2020","","","","71","100% (626/626)","100% (621/621)","100% (83/83)","P32_image-6_type-S_class-H.JPG","false","false","true","false","false","0","51","0","0","0","100","100","0"
"3QGHA0EA1MZ2IFK7IB5QXZ2DJA5BWQ","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:31 PDT 2020","","","3OONKJ5DKGIWZP9YHSJI4PL7KW3OB2","MEP","Submitted","Wed Mar 25 07:01:29 PDT 2020","Wed Mar 25 07:03:34 PDT 2020","Sat Mar 28 07:03:34 PDT 2020","","","","125","100% (626/626)","100% (621/621)","100% (83/83)","P33_image-1_type-I_class-H.JPG","false","false","true","false","false","100","0","0","100","0","0","100","0"
"3YLTXLH3EI5MPJQS6H1RRGXFLQ7HPH","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:27:16 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:27:16 PDT 2020","","","35H6S234SEZ4L3MLGM6BK3ZOP0O56U","MEP","Submitted","Wed Mar 25 07:14:54 PDT 2020","Wed Mar 25 07:16:21 PDT 2020","Sat Mar 28 07:16:21 PDT 2020","","","","87","100% (626/626)","100% (621/621)","100% (83/83)","P33_image-5_type-S_class-H.JPG","false","false","true","false","false","100","0","0","100","0","19","100","0"
"3LN3BXKGD3UY9WSIYXX4YATAZNXGWC","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:31 PDT 2020","","","3U088ZLJVOS3KBFQAYD3122AWU5W00","MEP","Submitted","Wed Mar 25 08:10:28 PDT 2020","Wed Mar 25 08:10:52 PDT 2020","Sat Mar 28 08:10:52 PDT 2020","","","","24","100% (626/626)","100% (621/621)","100% (83/83)","P33_image-6_type-I_class-F.JPG","false","true","false","false","false","100","0","0","100","0","0","100","100"
"3NBFJK3IPKHQ4NJG7B6UHGGOWLYOG8","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:27:16 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:27:16 PDT 2020","","","3WYP994K1BQ2NRW5ROB8V0XHK5S6YB","MEP","Submitted","Wed Mar 25 08:43:19 PDT 2020","Wed Mar 25 08:43:48 PDT 2020","Sat Mar 28 08:43:48 PDT 2020","","","","29","100% (626/626)","100% (621/621)","100% (83/83)","P34_image-1_type-S_class-H.JPG","false","false","true","false","false","0","0","100","100","0","0","100","100"
"39N6W9XWSGM2Y1NIDYFSJ7EQAVXGYB","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:37 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:37 PDT 2020","","","3KGTPGBS61KXOHTZUL2G22AS8CF2US","MEP","Submitted","Wed Mar 25 07:03:42 PDT 2020","Wed Mar 25 07:05:16 PDT 2020","Sat Mar 28 07:05:16 PDT 2020","","","","94","100% (626/626)","100% (621/621)","100% (83/83)","P34_image-5_type-S_class-F.JPG","false","true","false","false","false","0","0","0","0","100","0","100","0"
"3S1WOPCJGJSEJYWSL3O19HEQKB9EJY","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:36 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:36 PDT 2020","","","3WR9XG3T67A5TKWQLRSTLPT6KFD74Q","MEP","Submitted","Wed Mar 25 08:51:41 PDT 2020","Wed Mar 25 08:52:08 PDT 2020","Sat Mar 28 08:52:08 PDT 2020","","","","27","100% (626/626)","100% (621/621)","100% (83/83)","P34_image-6_type-O_class-H.JPG","false","false","true","false","false","0","0","100","100","0","0","100","100"
"3OQQD2WO9L5FEPWPE1M5EPVTG7UI3Z","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:29:15 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:29:15 PDT 2020","","","33FBRBDW6SYCO2EOOBQHIN1PNC08CR","MEP","Submitted","Wed Mar 25 07:55:28 PDT 2020","Wed Mar 25 07:56:12 PDT 2020","Sat Mar 28 07:56:12 PDT 2020","","","","44","100% (626/626)","100% (621/621)","100% (83/83)","P35_image-1_type-I_class-C.JPG","true","false","false","false","false","100","0","0","100","0","0","100","0"
"3M67TQBQRKNMN927JMV2O4AW3RZA94","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:39 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:39 PDT 2020","","","3ZAK8W07I8DQS7QLFYY2JEHDBEV0U6","MEP","Submitted","Wed Mar 25 07:24:06 PDT 2020","Wed Mar 25 07:24:45 PDT 2020","Sat Mar 28 07:24:45 PDT 2020","","","","39","100% (626/626)","100% (621/621)","100% (83/83)","P35_image-5_type-S_class-F.JPG","false","true","false","false","false","100","0","0","100","0","0","100","22"
"3R868ACW5VB23RXN9KHBXENSGP1GZ2","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:37 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:37 PDT 2020","","","3VELCLL3GOI1GEEDGS73BJZK6JM1FB","MEP","Submitted","Wed Mar 25 07:57:54 PDT 2020","Wed Mar 25 07:58:12 PDT 2020","Sat Mar 28 07:58:12 PDT 2020","","","","18","100% (626/626)","100% (621/621)","100% (83/83)","P35_image-6_type-S_class-H.JPG","false","false","true","false","false","100","0","0","100","0","0","100","0"
"3BPP3MA3UFJKEOKSOO0EPWRIO0EEL0","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:40 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:40 PDT 2020","","","352YTHGROZC2M922Y0E5C2I0YI94HP","MEP","Submitted","Wed Mar 25 08:46:15 PDT 2020","Wed Mar 25 08:47:13 PDT 2020","Sat Mar 28 08:47:13 PDT 2020","","","","58","100% (626/626)","100% (621/621)","100% (83/83)","P36_image-1_type-O_class-M.JPG","false","false","false","true","false","100","0","100","100","0","0","100","0"
"374UMBUHO8OT038J16WALZ1WX1NCT8","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:27:16 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:27:16 PDT 2020","","","3A1PQ49WVLGLUA5JBIV3E4BXMYZ1H9","MEP","Submitted","Wed Mar 25 07:58:13 PDT 2020","Wed Mar 25 08:00:20 PDT 2020","Sat Mar 28 08:00:20 PDT 2020","","","","127","100% (626/626)","100% (621/621)","100% (83/83)","P36_image-5_type-O_class-H.JPG","false","false","true","false","false","100","0","0","100","0","0","100","0"
"32FESTC2OKP80GN81BMKQVNYGFUCUZ","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:27:16 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:27:16 PDT 2020","","","3NAPMVF0Z0EVQ6H3HD95SAW801H72U","MEP","Submitted","Wed Mar 25 08:49:49 PDT 2020","Wed Mar 25 08:50:11 PDT 2020","Sat Mar 28 08:50:11 PDT 2020","","","","22","100% (626/626)","100% (621/621)","100% (83/83)","P36_image-6_type-I_class-F.JPG","false","true","false","false","false","0","100","100","100","0","0","100","56"
"30EV7DWJUYU018YC1L667G11GHU6YZ","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:40 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:40 PDT 2020","","","3SBEHTYCWR2IGBR6TPKXS3NMTWMYIW","MEP","Submitted","Wed Mar 25 07:52:31 PDT 2020","Wed Mar 25 07:52:56 PDT 2020","Sat Mar 28 07:52:56 PDT 2020","","","","25","100% (626/626)","100% (621/621)","100% (83/83)","P39_image-1_type-I_class-F.JPG","false","true","false","false","false","0","100","100","100","0","0","100","0"
"3G9UA71JWYTTAJHIYVAV37M9YO5J7H","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:42 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:42 PDT 2020","","","31QNSG6A5VS6CLJSXUI6219BM1978X","MEP","Submitted","Wed Mar 25 08:56:09 PDT 2020","Wed Mar 25 08:56:41 PDT 2020","Sat Mar 28 08:56:41 PDT 2020","","","","32","100% (626/626)","100% (621/621)","100% (83/83)","P39_image-5_type-S_class-H.JPG","false","false","true","false","false","0","100","0","58","0","100","100","0"
"3A3KKYU7Q6GY16O490VZBFD7V99MWQ","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:28:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:28:31 PDT 2020","","","3H8DHMCCWDA6OVM3XWIVSYSY3C6DKF","MEP","Submitted","Wed Mar 25 08:59:29 PDT 2020","Wed Mar 25 08:59:41 PDT 2020","Sat Mar 28 08:59:41 PDT 2020","","","","12","100% (626/626)","100% (621/621)","100% (83/83)","P39_image-6_type-O_class-H.JPG","false","false","true","false","false","0","0","100","0","0","0","100","0"
"3EHVO81VO8KJ8R7QLFQ1QKFHIA1H1D","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:43 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:43 PDT 2020","","","3GLB5JMZF1U1M9QK75XGU605WVPDGC","MEP","Submitted","Wed Mar 25 08:50:11 PDT 2020","Wed Mar 25 08:50:32 PDT 2020","Sat Mar 28 08:50:32 PDT 2020","","","","21","100% (626/626)","100% (621/621)","100% (83/83)","P41_image-1_type-I_class-F.JPG","false","true","false","false","false","0","100","0","100","27","0","100","0"
"3AC6MFV6ANHG3NSYTQZTIEZTVPEHZ2","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:28:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:28:31 PDT 2020","","","3NXNZ5RS1EW6QQ222MOK2X4M67R97O","MEP","Submitted","Wed Mar 25 08:58:29 PDT 2020","Wed Mar 25 08:58:53 PDT 2020","Sat Mar 28 08:58:53 PDT 2020","","","","24","100% (626/626)","100% (621/621)","100% (83/83)","P41_image-5_type-S_class-F.JPG","false","true","false","false","false","0","0","0","0","100","0","100","0"
"3T6EIBTMAON0SSCCBS92KZLG99HAAJ","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:43 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:43 PDT 2020","","","3Z4GS9HPNZ92C7E9NPQ0O1DGBH377A","MEP","Submitted","Wed Mar 25 08:55:06 PDT 2020","Wed Mar 25 08:55:15 PDT 2020","Sat Mar 28 08:55:15 PDT 2020","","","","9","100% (626/626)","100% (621/621)","100% (83/83)","P41_image-6_type-O_class-H.JPG","false","false","true","false","false","0","0","0","0","0","100","100","0"
"3UZUVSO3QAU4K62DO01TP967O54EM2","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:24:43 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:24:43 PDT 2020","","","3G2UL9A02HDJ87044FL8INDKG6J76B","MEP","Submitted","Wed Mar 25 08:54:09 PDT 2020","Wed Mar 25 08:54:19 PDT 2020","Sat Mar 28 08:54:19 PDT 2020","","","","10","100% (626/626)","100% (621/621)","100% (83/83)","P42_image-1_type-O_class-M.JPG","false","false","false","true","false","100","0","0","100","0","0","100","0"
"3I01FDIL7P79LWKKIN7P4IAOIOMD2H","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:28:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:28:31 PDT 2020","","","34MAJL3QP8MNS1V3JFP388HQFDR43I","MEP","Submitted","Wed Mar 25 08:35:34 PDT 2020","Wed Mar 25 08:36:09 PDT 2020","Sat Mar 28 08:36:09 PDT 2020","","","","35","100% (626/626)","100% (621/621)","100% (83/83)","P43_image-2_type-O_class-M.JPG","false","false","false","true","false","100","0","0","100","0","0","100","0"
"33P2GD6NSQRLESTCTPWJVZBGRG1KHJ","3LWRTF7M44YNR3XS1MJAOUP9ME9DKC","Answer questions about children's drawings 2","Answer questions to categorize how/what a child drew on an existing drawing.","rating, image, categorize","$0.15","Fri Mar 20 03:28:31 PDT 2020","3","BatchId:272379;OriginalHitTemplateId:921587262;","3600","259200","Fri Mar 27 03:28:31 PDT 2020","","","31IBVUNM9WYH2QUBN6RSI760VNSVFT","MEP","Submitted","Wed Mar 25 07:31:31 PDT 2020","Wed Mar 25 07:32:10 PDT 2020","Sat Mar 28 07:32:10 PDT 2020","","","","39","100% (626/626)","100% (621/621)","100% (83/83)","P43_image-3_type-I_class-C.JPG","true","false","false","false","false","100","100","0","100","0","0","100","0"
